0,1,2,3,4,5,6,7,8,9
34300 days,christopher,patterson,5607,_universidad_de_palermo,actuario_,2020-09-21,m,,
26229 days,timothy,doyle,6241,_universidad_de_palermo,licenciatura_en_psicología,2020-02-13,m,,
29291 days,jessica,goodwin,3244,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-07-06,f,,
9651 days,kevin,martinez,9101,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-01,m,,
13689 days,david,benton,3190,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-01-13,m,,
19175 days,derek,gonzalez,2123,_universidad_de_palermo,ciencias_veterinarias,2020-03-02,m,,
28875 days,nicole,hood,3042,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-05-23,f,,
42144 days,kelly,taylor,8534,universidad_nacional_de_tres_de_febrero,contador_público_,2020-01-28,f,,
16480 days,matthew,hammond,4608,_universidad_de_palermo,ingeniería_en_informática,2020-05-18,m,,
31487 days,jennifer,ford,4632,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-11,f,,
40234 days,brandon,brown,3040,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,2020-04-01,m,,
19453 days,mariah,clark,4101,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,2020-10-19,f,,
25745 days,ms.,amy,8308,universidad_nacional_de_tres_de_febrero,actuario_,2020-11-21,f,,
18366 days,jocelyn,lopez,2617,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-05-09,f,,
38165 days,nathan,roberts,1731,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-07-06,m,,
32040 days,steve,gray,3283,_universidad_de_palermo,ingeniería_mecánica,2020-10-03,m,,
8848 days,jesse,johnson,4522,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-01-26,m,,
24254 days,margaret,cox,2752,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-09-18,f,,
9046 days,sean,peterson,7245,_universidad_de_palermo,licenciatura_en_administración_,2020-08-20,m,,
40648 days,richard,dominguez,6228,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-08-01,m,,
41672 days,daniel,herring,8349,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-08-17,m,,
25452 days,gerald,morris,3370,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-01-10,m,,
38163 days,albert,price,3318,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-08-16,m,,
27246 days,jesse,taylor,3536,_universidad_de_palermo,licenciatura_en_administración_,2020-02-11,m,,
42485 days,michael,rivas,6078,_universidad_de_palermo,técnico_para_bioterios_,2020-03-26,m,,
17750 days,amanda,higgins,2521,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-02-16,f,,
33589 days,scott,bishop,2341,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-06-26,m,,
37236 days,brenda,wagner,5632,universidad_nacional_de_tres_de_febrero,agronomía,2020-06-22,f,,
15951 days,mariah,perry,9105,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-05-31,f,,
39233 days,carrie,mueller,5565,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-07-05,f,,
31820 days,christian,morrow,3360,_universidad_de_palermo,medicina,2020-11-26,m,,
23653 days,william,huber,1744,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-07-03,m,,
16891 days,jason,clark,3150,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-07-26,m,,
14828 days,jennifer,flores,2144,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-10-03,f,,
9050 days,joanne,diaz,5329,_universidad_de_palermo,farmacia,2020-10-29,f,,
31706 days,tonya,gaines,6241,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-09-21,f,,
40429 days,monica,malone,8401,universidad_nacional_de_tres_de_febrero,contador_público_,2020-11-03,f,,
32263 days,kevin,tanner,7263,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-06-03,m,,
42895 days,christy,miller,1931,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2020-01-20,f,,
26826 days,jamie,davis,6380,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-05-10,m,,
34438 days,shari,tate,9031,universidad_nacional_de_tres_de_febrero,bioquímica,2020-01-27,f,,
28559 days,christopher,dunlap,5425,_universidad_de_palermo,bioquímica,2020-08-23,m,,
34644 days,debra,jordan,4115,universidad_nacional_de_tres_de_febrero,medicina,2020-01-11,f,,
37808 days,ashley,lewis,5505,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-03-04,f,,
43437 days,austin,adams,6701,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-11-11,m,,
39845 days,austin,alvarez,6000,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-12-10,m,,
15458 days,mary,combs,3158,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-08-09,f,,
35379 days,jaime,hale,5415,_universidad_de_palermo,medicina,2020-12-05,f,,
40496 days,charles,shannon,4135,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-10-18,m,,
16571 days,alexis,brown,5591,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-07-01,f,,
42650 days,miss,connie,4113,_universidad_de_palermo,ingeniería_en_informática,2020-11-30,f,,
15011 days,michelle,holmes,5374,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,2020-01-27,f,,
17811 days,leslie,copeland,9200,_universidad_de_palermo,contador_público_,2020-12-19,f,,
38998 days,melissa,ortiz,7265,universidad_nacional_de_tres_de_febrero,arquitectura,2020-04-16,f,,
30810 days,tiffany,garcia,3201,_universidad_de_palermo,farmacia,2020-06-08,f,,
20131 days,marvin,holmes,3470,_universidad_de_palermo,licenciatura_en_psicología,2020-06-04,m,,
13060 days,robin,jones,7207,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,2020-02-16,f,,
37597 days,karen,rivera,7313,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,2020-09-28,f,,
14348 days,zachary,brock,2345,_universidad_de_palermo,técnico_para_bioterios_,2020-12-04,m,,
42789 days,matthew,armstrong,2607,universidad_nacional_de_tres_de_febrero,agronomía,2020-02-12,m,,
22578 days,jeffrey,lamb,2854,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-04-14,m,,
19232 days,ronald,long,3583,_universidad_de_palermo,arquitectura,2020-03-09,m,,
20705 days,stephanie,jones,7412,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,2020-11-06,f,,
25234 days,katie,munoz,5304,universidad_nacional_de_tres_de_febrero,arquitectura,2020-09-12,f,,
38361 days,paul,lester,8363,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-11-04,m,,
22435 days,sarah,johnson,5446,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-12-10,f,,
40044 days,brandon,franklin,4115,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,2020-02-25,m,,
40811 days,kelly,hawkins,2823,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-09-30,f,,
26979 days,john,wilson,2506,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-07-29,m,,
21713 days,lisa,cortez,5321,universidad_nacional_de_tres_de_febrero,licenciatura_en_kinesiología_y_fisiatría,2020-10-03,f,,
38141 days,latoya,black,3471,_universidad_de_palermo,diseño_industrial,2020-02-29,f,,
37112 days,patrick,rose,8180,universidad_nacional_de_tres_de_febrero,bioquímica,2020-05-02,m,,
21942 days,jason,elliott,3515,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-03-23,m,,
34529 days,matthew,williams,3134,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-07-02,m,,
41342 days,jessica,thomas,6077,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-05-15,f,,
34212 days,jason,wilson,5465,_universidad_de_palermo,medicina,2020-10-06,m,,
14250 days,janet,roberson,4159,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-11-12,f,,
29878 days,derrick,steele,6665,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-03-26,m,,
41821 days,yolanda,maynard,1638,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-02,f,,
25477 days,jacqueline,petersen,6516,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-05-08,f,,
41051 days,ruth,gutierrez,6101,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-03-09,f,,
21984 days,chelsea,reilly,9310,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-01-17,f,,
39395 days,pedro,sawyer,4634,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-03-01,m,,
38208 days,danny,fowler,2840,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-08-30,m,,
28671 days,ashley,carney,7536,_universidad_de_palermo,actuario_,2020-02-08,f,,
33102 days,sarah,mooney,3405,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-09-09,f,,
28813 days,colleen,baker,8172,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,2020-02-06,f,,
20503 days,tyler,bryant,5645,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-03-25,m,,
41199 days,courtney,king,5513,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-01-21,f,,
34617 days,diane,barber,2919,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-12-04,f,,
44118 days,matthew,le,7241,universidad_nacional_de_tres_de_febrero,actuario_,2020-11-22,m,,
31974 days,mrs.,emily,7620,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-01-19,f,,
24135 days,paul,allison,3530,universidad_nacional_de_tres_de_febrero,farmacia,2020-04-23,m,,
15165 days,william,brown,5634,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,2020-04-22,m,,
30979 days,christopher,garcia,3071,universidad_nacional_de_tres_de_febrero,farmacia,2020-08-09,m,,
22846 days,gregory,mayer,2441,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-06-14,m,,
13467 days,dr.,summer,2248,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-26,f,,
24634 days,katrina,jones,7635,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-12-30,f,,
39167 days,rachael,edwards,8403,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-07-11,f,,
38792 days,kenneth,page,1771,_universidad_de_palermo,contador_público_,2020-01-12,m,,
41443 days,craig,mendoza,8308,_universidad_de_palermo,técnico_para_bioterios_,2020-05-27,m,,
26674 days,jennifer,blake,7108,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,2020-06-30,f,,
8999 days,lisa,brooks,9113,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-05-24,f,,
34235 days,carlos,richards,5381,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-05,m,,
38696 days,dennis,hutchinson,7509,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,2020-08-15,m,,
24907 days,sarah,miller,6450,_universidad_de_palermo,licenciatura_en_sociología_,2020-05-17,f,,
30482 days,taylor,mooney,6071,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,2020-05-07,f,,
20633 days,paul,lynch,6661,universidad_nacional_de_tres_de_febrero,arquitectura,2020-10-10,m,,
19994 days,steven,flores,7265,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-07-10,m,,
42432 days,leslie,ponce,8111,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-25,f,,
16401 days,paul,beck,5613,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,2020-10-05,m,,
38432 days,april,norman,4612,_universidad_de_palermo,farmacia,2020-01-20,f,,
34659 days,sherry,thompson,8332,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-10-10,f,,
13523 days,michael,gray,8318,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-11-25,m,,
35258 days,michael,swanson,2113,_universidad_de_palermo,bioquímica,2020-07-26,m,,
25142 days,timothy,austin,1761,universidad_nacional_de_tres_de_febrero,agronomía,2020-11-25,m,,
25670 days,erika,ward,1876,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-09-18,f,,
38143 days,terry,glenn,9007,_universidad_de_palermo,ingeniería_mecánica,2020-05-25,m,,
12433 days,heather,richardson,4641,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,2020-06-22,f,,
21197 days,samantha,price,6335,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,2020-01-22,f,,
22509 days,ronald,woods,2252,_universidad_de_palermo,farmacia,2020-03-16,m,,
24327 days,beth,kaiser,6062,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-07-25,f,,
13453 days,jennifer,wright,3218,universidad_nacional_de_tres_de_febrero,actuario_,2020-08-14,f,,
14805 days,lisa,johnson,7505,_universidad_de_palermo,medicina,2020-10-25,f,,
42358 days,jeffrey,hernandez,7519,_universidad_de_palermo,técnico_para_bioterios_,2020-03-16,m,,
21372 days,lauren,garcia,2637,_universidad_de_palermo,arquitectura,2020-06-29,f,,
20281 days,kimberly,pena,7228,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,2020-07-18,f,,
37345 days,alyssa,davis,6022,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,2020-02-21,f,,
41557 days,john,young,1884,_universidad_de_palermo,ingeniería_electrónica,2020-03-24,m,,
39812 days,john,bennett,3446,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-02-17,m,,
8992 days,ryan,martin,2523,_universidad_de_palermo,licenciatura_en_sociología_,2020-09-30,m,,
28004 days,troy,moore,6723,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-11-07,m,,
15270 days,derrick,smith,2258,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_política_,2020-09-03,m,,
35313 days,brian,smith,1659,_universidad_de_palermo,licenciatura_en_sociología_,2020-06-04,m,,
30896 days,michael,mann,7228,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-06-26,m,,
32624 days,bryan,wright,2451,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,2020-01-21,m,,
43861 days,justin,sparks,3263,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-01-28,m,,
40997 days,jeffrey,townsend,2527,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-08-30,m,,
35617 days,andrew,skinner,6331,universidad_nacional_de_tres_de_febrero,agronomía,2020-02-16,m,,
36865 days,donna,jones,2711,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,2020-05-26,f,,
27900 days,stephanie,kelly,6476,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-02-07,f,,
17139 days,kevin,jones,7500,_universidad_de_palermo,ingeniería_mecánica,2020-06-22,m,,
10250 days,vanessa,washington,6381,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-11-06,f,,
38215 days,brittany,alvarez,5701,universidad_nacional_de_tres_de_febrero,actuario_,2020-03-22,f,,
40781 days,crystal,brown,5551,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-10-07,f,,
20515 days,tina,olson,1686,_universidad_de_palermo,arquitectura,2020-03-29,f,,
22350 days,larry,hall,4111,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-06-10,m,,
31614 days,jessica,becker,6407,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-06-16,f,,
13582 days,anna,silva,6453,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,2020-07-04,f,,
9005 days,kevin,watson,2747,_universidad_de_palermo,ciencias_veterinarias,2020-04-19,m,,
7970 days,morgan,calderon,2613,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-04-19,f,,
19366 days,jerry,gay,7513,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-01-19,m,,
29935 days,carl,wilson,3344,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-05-12,m,,
16608 days,gabriella,davis,8324,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-05-02,f,,
34136 days,terry,cruz,2643,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-08-16,m,,
26930 days,curtis,watkins,2134,universidad_nacional_de_tres_de_febrero,agronomía,2020-02-20,m,,
38827 days,ryan,evans,6200,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-11-28,m,,
38202 days,julie,rios,1986,universidad_nacional_de_tres_de_febrero,contador_público_,2020-07-03,f,,
19792 days,lauren,lawrence,1984,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-05-25,f,,
10749 days,lucas,green,4231,universidad_nacional_de_tres_de_febrero,arquitectura,2020-03-23,m,,
38672 days,abigail,fields,8422,universidad_nacional_de_tres_de_febrero,actuario_,2020-08-28,f,,
27050 days,shaun,wagner,3381,_universidad_de_palermo,diseño_industrial,2020-12-28,m,,
43768 days,christina,jones,2813,_universidad_de_palermo,licenciatura_en_artes,2020-06-22,f,,
37104 days,heidi,brown,1752,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-10-14,f,,
28391 days,robert,strong,3466,universidad_nacional_de_tres_de_febrero,actuario_,2020-08-07,m,,
30744 days,amy,harper,3360,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,2020-09-22,f,,
38383 days,ronnie,johnson,1727,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-10-11,m,,
37034 days,stephanie,martin,4711,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-09-10,f,,
9033 days,kelsey,lawrence,6616,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-03-31,f,,
14357 days,gloria,williams,1852,_universidad_de_palermo,técnico_para_bioterios_,2020-11-15,f,,
40654 days,edgar,little,4164,_universidad_de_palermo,diseño_de_imagen_y_sonido,2020-05-07,m,,
39088 days,erin,garcia,3000,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-05-12,f,,
9103 days,stephen,wheeler,4158,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-03-14,m,,
21939 days,bethany,mcgee,2255,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-01-29,f,,
17161 days,rebecca,hernandez,4713,_universidad_de_palermo,licenciatura_en_sociología_,2021-01-01,f,,
43317 days,jennifer,lewis,3380,_universidad_de_palermo,farmacia,2020-11-07,f,,
38532 days,emily,peck,6400,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_política_,2020-12-23,f,,
22089 days,ryan,richmond,3132,universidad_nacional_de_tres_de_febrero,agronomía,2020-06-19,m,,
32907 days,ana,diaz,3056,_universidad_de_palermo,bioquímica,2020-01-12,f,,
23957 days,kenneth,simmons,6030,_universidad_de_palermo,licenciatura_en_sociología_,2020-02-12,m,,
17369 days,joseph,miranda,3150,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-02-16,m,,
37690 days,dr.,paul,5333,_universidad_de_palermo,farmacia,2020-06-11,m,,
17893 days,manuel,crosby,3342,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,2020-03-27,m,,
15600 days,erik,odonnell,2946,_universidad_de_palermo,ingeniería_electrónica,2020-09-23,m,,
13520 days,william,williams,7225,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-11-20,m,,
23445 days,joseph,galvan,8334,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-06-24,m,,
29176 days,anthony,garza,6422,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-21,m,,
28719 days,jillian,alvarado,3218,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-08-31,f,,
38903 days,kevin,mann,4726,_universidad_de_palermo,medicina,2020-09-10,m,,
40067 days,mr.,tracy,5591,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-03-16,m,,
43308 days,victoria,contreras,3036,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-07-25,f,,
41033 days,thomas,young,2123,universidad_nacional_de_tres_de_febrero,actuario_,2020-08-10,m,,
24938 days,elizabeth,pham,5539,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-07-22,f,,
28804 days,catherine,coleman,9111,universidad_nacional_de_tres_de_febrero,contador_público_,2020-09-14,f,,
27130 days,jennifer,bautista,3574,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-10-14,f,,
17014 days,kathryn,barnes,3453,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,2020-10-03,f,,
9574 days,jeffrey,roberts,2170,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-11-23,m,,
43417 days,olivia,moore,8353,universidad_nacional_de_tres_de_febrero,farmacia,2020-03-19,f,,
28796 days,jacob,boyd,5632,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-02-22,m,,
19937 days,samuel,harvey,3057,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-06-23,m,,
10638 days,gregory,ford,1607,_universidad_de_palermo,licenciatura_en_psicología,2020-12-12,m,,
24785 days,rebecca,orr,6345,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,2020-01-19,f,,
41695 days,anthony,mclaughlin,8345,_universidad_de_palermo,medicina,2020-01-29,m,,
16908 days,tyler,mills,5549,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-09-19,m,,
37004 days,james,ball,3280,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-05-02,m,,
42016 days,roberta,medina,2505,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-06-14,f,,
8588 days,rachel,medina,7151,_universidad_de_palermo,licenciatura_en_sociología_,2020-07-20,f,,
25481 days,erika,hernandez,3036,_universidad_de_palermo,contador_público_,2020-02-19,f,,
28487 days,ellen,sherman,6451,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,2020-04-07,f,,
42453 days,katherine,richard,5535,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-04-28,f,,
39721 days,mitchell,hale,2311,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2020-12-06,m,,
11457 days,hannah,morrow,8430,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,2020-09-11,f,,
9206 days,jack,wright,3589,_universidad_de_palermo,diseño_industrial,2020-06-09,m,,
28737 days,lori,evans,3621,_universidad_de_palermo,licenciatura_en_musicoterapia,2020-02-06,f,,
35772 days,nicole,taylor,6605,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-07-31,f,,
40583 days,christian,wiley,3280,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,2020-11-28,m,,
41245 days,william,thomas,5763,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2020-03-23,m,,
28704 days,michael,brown,3254,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-01-15,m,,
13980 days,adam,branch,6500,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-12-28,m,,
33102 days,rebecca,abbott,3466,_universidad_de_palermo,ingeniería_en_informática,2020-12-01,f,,
35469 days,chris,stevenson,3061,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-02-19,m,,
37693 days,michael,hernandez,9421,_universidad_de_palermo,contador_público_,2020-07-06,m,,
41083 days,jeffery,martin,6064,universidad_nacional_de_tres_de_febrero,arquitectura,2020-11-13,m,,
38565 days,marvin,lewis,7505,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-04-12,m,,
36986 days,francisco,wilson,4132,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-10-04,m,,
40073 days,kevin,crawford,6050,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-07-07,m,,
36198 days,robert,blair,4174,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-06-28,m,,
27323 days,lindsay,kelly,5571,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,2020-10-07,f,,
10990 days,julie,baker,4743,_universidad_de_palermo,ingeniería_electrónica,2020-06-19,f,,
9132 days,kenneth,bartlett,2715,_universidad_de_palermo,ingeniería_mecánica,2020-01-16,m,,
16076 days,brenda,chavez,6212,_universidad_de_palermo,licenciatura_en_sociología_,2020-04-16,f,,
32764 days,kristi,warren,2812,_universidad_de_palermo,diseño_industrial,2020-04-04,f,,
41357 days,brian,sanders,5587,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-04-17,m,,
28246 days,paul,mcdaniel,2218,universidad_nacional_de_tres_de_febrero,licenciatura_en_kinesiología_y_fisiatría,2020-08-10,m,,
41759 days,ricky,nash,3324,_universidad_de_palermo,licenciatura_en_artes,2020-05-28,m,,
40951 days,donald,figueroa,1746,_universidad_de_palermo,diseño_industrial,2020-08-23,m,,
41182 days,mathew,lawson,7203,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-08-24,m,,
38619 days,jacqueline,ferguson,5327,_universidad_de_palermo,licenciatura_en_sociología_,2020-05-13,f,,
42124 days,stephanie,meyers,3530,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2020-06-27,f,,
41110 days,jason,fuentes,2212,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-02-09,m,,
26348 days,jennifer,hamilton,4705,universidad_nacional_de_tres_de_febrero,medicina,2020-02-26,f,,
8380 days,danielle,mathews,1984,_universidad_de_palermo,licenciatura_en_psicología,2020-04-03,f,,
16610 days,dave,peterson,2905,_universidad_de_palermo,medicina,2020-10-23,m,,
24851 days,rachel,wagner,1678,_universidad_de_palermo,ingeniería_en_informática,2020-06-05,f,,
30473 days,johnathan,roberts,4641,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-03-10,m,,
10539 days,kenneth,flores,7501,_universidad_de_palermo,agronomía,2020-12-17,m,,
44345 days,kaitlin,lawson,5523,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2020-10-27,f,,
42592 days,patty,lynch,8313,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,2020-01-23,f,,
15339 days,alexandra,buchanan,8214,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-12-03,f,,
26964 days,kevin,harris,1776,universidad_nacional_de_tres_de_febrero,arquitectura,2020-05-31,m,,
29081 days,kathy,fuentes,3203,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-02-23,f,,
31267 days,mr.,henry,2907,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,2020-11-10,m,,
29734 days,elizabeth,erickson,3386,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,2020-06-27,f,,
42110 days,shaun,walter,6703,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,2020-12-11,m,,
