university,career,inscription_date,first_name,last_name,gender,age
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-15,joanne,bailey,female,19525
universidad tecnológica nacional,agronomía,2021-01-14,stephen,delgado,male,35220
universidad nacional de jujuy,arquitectura,2020-09-23,mike,kelley,male,8802
universidad nacional de jujuy,ingeniería mecánica,2020-10-30,jaime,bowers,male,12969
universidad tecnológica nacional,ingeniería mecánica,2020-10-15,david,johnson,male,10924
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-13,jean,knight,female,37359
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-13,wayne,ortiz,male,35081
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-13,kyle,bell,male,39448
universidad nacional de jujuy,licenciatura en artes,2020-11-05,laura,walker,female,649
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-30,aaron,williams,male,42191
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-21,matthew,barnett,male,27197
universidad tecnológica nacional,agronomía,2020-12-15,angela,williams,female,7353
universidad tecnológica nacional,medicina,2020-10-04,christopher,joseph,male,10832
universidad tecnológica nacional,ingeniería en informática,2020-10-19,mr.,jeffery,male,20454
universidad tecnológica nacional,técnico para bioterios,2020-10-31,carrie,mason,female,17579
universidad tecnológica nacional,farmacia,2020-12-03,pamela,olson,female,15956
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-29,james,henderson,male,21930
universidad tecnológica nacional,contador público,2020-11-17,benjamin,torres,male,1273
universidad tecnológica nacional,bioquímica,2021-01-16,misty,kim,female,18574
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,christine,hall,female,36649
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-24,aaron,nguyen,male,26851
universidad nacional de jujuy,ingeniería mecánica,2020-09-16,kayla,williams,female,13407
universidad tecnológica nacional,licenciatura en sociología,2020-10-15,michael,garcia,male,22472
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-23,victoria,hernandez,female,11622
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-09,bonnie,hartman,female,2365
universidad nacional de jujuy,agronomía,2021-01-11,lisa,smith,female,22225
universidad tecnológica nacional,arquitectura,2020-10-01,gilbert,winters,male,12729
universidad nacional de jujuy,medicina,2020-12-05,steven,mckinney,male,39020
universidad nacional de jujuy,medicina,2021-01-08,deborah,mcintyre,female,13771
universidad tecnológica nacional,medicina,2020-11-18,jacob,callahan,male,19938
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-02,shane,dean,male,25037
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-03,nancy,moore,female,30630
universidad tecnológica nacional,licenciatura en artes,2020-10-19,melinda,oconnor,female,10409
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021-01-11,stephen,juarez,male,2370
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-29,robert,murphy,male,14613
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-10-01,gregory,reese,male,4601
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-21,angela,clark,female,29905
universidad tecnológica nacional,licenciatura en administración,2020-12-13,tina,wade,female,27911
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-04,hannah,ferguson,female,18133
universidad nacional de jujuy,actuario,2020-11-01,michael,shepherd,male,36810
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-24,andres,thompson,male,40319
universidad tecnológica nacional,bioquímica,2021-01-25,susan,wilson,female,41754
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-24,sheila,meyer,female,33597
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-08,jasmine,rojas,female,10716
universidad tecnológica nacional,diseño industrial,2020-10-17,michael,mcclure,male,36249
universidad tecnológica nacional,actuario,2020-09-28,dennis,lawson,male,42203
universidad nacional de jujuy,licenciatura en musicoterapia,2021-01-24,deanna,edwards,female,39019
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-07,holly,warren,female,42317
universidad tecnológica nacional,farmacia,2020-10-27,todd,williams,male,11826
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-10-21,darren,miller,male,5024
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-30,mark,barnett,male,7007
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021-01-30,alexis,cook,female,960
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-10-29,glenn,patel,male,41727
universidad tecnológica nacional,ciencias veterinarias,2020-10-19,donald,zamora,male,10561
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-20,devon,massey,male,32148
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-06,bradley,carey,male,8972
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-20,richard,lynn,male,18304
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-14,christopher,marsh,male,2207
universidad nacional de jujuy,medicina,2020-11-07,edward,weaver,male,22296
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-10,ruben,dougherty,male,18199
universidad nacional de jujuy,ingeniería en informática,2020-11-29,lisa,grimes,female,19949
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021-01-02,timothy,hood,male,32273
universidad nacional de jujuy,diseño industrial,2020-10-27,john,spencer,male,37820
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021-01-27,edward,fernandez,male,29128
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-10,chelsea,sullivan,female,26966
universidad nacional de jujuy,licenciatura en artes,2020-11-20,nicholas,kelly,male,17852
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-15,daniel,anderson,male,8155
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-04,andrew,thornton,male,38293
universidad tecnológica nacional,ingeniería electrónica,2020-10-26,steven,williams,male,3625
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-13,trevor,smith,male,37014
universidad tecnológica nacional,actuario,2021-01-18,timothy,taylor,male,31745
universidad nacional de jujuy,licenciatura en psicología,2021-01-11,ashley,robbins,female,31431
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-20,kim,schneider,female,34789
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-31,benjamin,french,male,42367
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-01,david,flores,male,27528
universidad nacional de jujuy,bioquímica,2020-09-22,terry,cunningham,male,6007
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-20,dawn,richards,female,8740
universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-17,scott,bell,male,19619
universidad tecnológica nacional,farmacia,2020-11-03,adrian,rodriguez,male,5086
universidad tecnológica nacional,licenciatura en psicología,2021-01-08,andrew,becker,male,32334
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-12-02,victoria,gardner,female,27113
universidad nacional de jujuy,ingeniería en informática,2020-11-03,tina,jenkins,female,3357
universidad tecnológica nacional,contador público,2020-09-04,michelle,lang,female,31807
universidad nacional de jujuy,bioquímica,2020-12-28,leonard,ross,male,25955
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-25,amy,frost,female,32945
universidad nacional de jujuy,agronomía,2020-09-27,april,morgan,female,11579
universidad tecnológica nacional,medicina,2020-09-01,michael,johnson,male,11232
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-19,kelly,davis,female,23452
universidad nacional de jujuy,licenciatura en musicoterapia,2020-10-12,cheryl,cordova,female,28065
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-23,kelly,hess,female,41097
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-10,sherri,anderson,female,1583
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-28,kristopher,clements,male,26718
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-05,carrie,shaw,female,36255
universidad nacional de jujuy,farmacia,2021-01-09,george,pacheco,male,3609
universidad nacional de jujuy,diseño de imagen y sonido,2020-09-26,jennifer,smith,female,20217
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-24,sergio,ramos,male,23128
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-29,heather,gonzalez,female,8936
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-10-20,debbie,rose,female,9082
universidad tecnológica nacional,ingeniería electrónica,2020-10-13,corey,murray,male,14348
universidad tecnológica nacional,técnico para bioterios,2020-09-18,gary,watkins,male,20238
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-02,william,green,male,19414
universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-11,john,wagner,male,13327
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-11,barbara,sparks,female,16292
universidad tecnológica nacional,licenciatura en administración,2020-10-16,lisa,frye,female,2707
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-31,christopher,perkins,male,2257
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-09-03,jennifer,wilson,female,38446
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-26,caleb,page,male,35775
universidad tecnológica nacional,licenciatura en artes,2020-10-03,james,johnson,male,25478
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-16,alison,scott,female,7981
universidad nacional de jujuy,licenciatura en sociología,2021-01-22,christian,dominguez,male,42378
universidad tecnológica nacional,licenciatura en administración,2020-11-18,laurie,holmes,female,6177
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-06,erin,caldwell,female,29152
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-24,ashley,richmond,female,14092
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-30,jacob,king,male,22306
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-02,carrie,rush,female,26669
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-19,amber,robertson,female,17293
universidad tecnológica nacional,bioquímica,2021-01-31,david,garrett,male,2404
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-08,brittney,hines,female,19665
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-23,seth,oliver,male,17367
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-04,brittany,freeman,female,7445
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-22,katelyn,ball,female,24203
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-03,rachel,marsh,female,26264
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-28,susan,stevenson,female,17319
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-16,kelly,daniels,male,32672
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-30,luke,cook,male,8776
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-25,angela,chavez,female,13511
universidad tecnológica nacional,ingeniería mecánica,2020-11-24,susan,powell,female,29624
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-03,russell,ross,male,13206
universidad nacional de jujuy,ingeniería electrónica,2021-01-06,eric,thomas,male,13938
universidad tecnológica nacional,diseño industrial,2020-12-25,andrea,martinez,female,29919
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-13,clinton,fisher,male,4064
universidad tecnológica nacional,licenciatura en artes,2020-09-30,chad,logan,male,8062
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-29,marissa,sanders,female,21376
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-02,brandi,wheeler,female,12828
universidad tecnológica nacional,medicina,2020-12-11,benjamin,sampson,male,27920
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-16,vickie,jones,female,1410
universidad nacional de jujuy,licenciatura en terapia ocupacional,2021-01-17,nicole,castro,female,2431
universidad nacional de jujuy,agronomía,2020-10-01,jorge,montes,male,31220
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-08,jason,howard,male,22900
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-15,dylan,reyes,male,19511
universidad nacional de jujuy,diseño industrial,2021-01-03,mark,thompson,male,6570
universidad nacional de jujuy,bioquímica,2020-10-03,jorge,franklin,male,27647
universidad tecnológica nacional,ingeniería mecánica,2021-01-26,ricky,carlson,male,13598
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-16,michael,hill,male,2163
universidad tecnológica nacional,ingeniería en informática,2021-01-23,christopher,henderson,male,41688
universidad nacional de jujuy,ingeniería electrónica,2020-12-05,curtis,johnson,male,32074
universidad tecnológica nacional,ingeniería electrónica,2020-12-15,adam,bridges,male,23902
universidad tecnológica nacional,farmacia,2020-09-19,teresa,gordon,female,12070
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-22,julia,yang,female,20105
universidad nacional de jujuy,agronomía,2020-10-02,wendy,dalton,female,26252
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-31,michael,howard,male,38080
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-14,james,perez,male,39460
universidad nacional de jujuy,ingeniería en informática,2020-09-22,monique,garner,female,35745
universidad tecnológica nacional,técnico para bioterios,2021-02-01,james,hansen,male,29353
universidad tecnológica nacional,ingeniería electrónica,2021-01-18,melissa,dunn,female,30244
universidad tecnológica nacional,licenciatura en sociología,2021-01-05,lawrence,thomas,male,32443
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-27,cindy,anderson,female,32954
universidad tecnológica nacional,licenciatura en psicología,2020-12-08,johnny,thomas,male,26481
universidad nacional de jujuy,diseño industrial,2020-09-14,john,garcia,male,6805
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-12,gwendolyn,bryan,female,16011
universidad nacional de jujuy,contador público,2020-12-18,aaron,burns,male,32779
universidad tecnológica nacional,ingeniería electrónica,2020-11-22,megan,alvarez,female,28839
universidad nacional de jujuy,licenciatura en psicología,2021-01-26,kathleen,melton,female,19378
universidad nacional de jujuy,medicina,2020-10-16,kelly,coleman,female,23698
universidad tecnológica nacional,medicina,2020-12-22,lindsay,smith,female,15024
universidad nacional de jujuy,bioquímica,2020-12-30,christina,durham,female,31400
universidad tecnológica nacional,agronomía,2020-11-06,angel,nelson,female,31990
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-11,felicia,harris,female,33221
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-25,kim,nguyen,female,29170
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-04,jeremy,campbell,male,675
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-07,cameron,taylor,male,2151
universidad nacional de jujuy,diseño industrial,2020-10-30,belinda,smith,female,16144
universidad nacional de jujuy,actuario,2020-12-21,corey,cervantes,male,9873
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-24,charles,hess,male,18111
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021-01-22,greg,parker,male,31360
universidad tecnológica nacional,licenciatura en psicología,2021-01-03,kristine,martinez,female,35828
universidad nacional de jujuy,farmacia,2021-01-31,cindy,estes,female,29240
universidad tecnológica nacional,ingeniería mecánica,2021-01-21,danielle,edwards,female,36724
universidad tecnológica nacional,técnico para bioterios,2021-01-01,angela,hill,female,25087
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-31,jamie,peters,female,35689
universidad nacional de jujuy,medicina,2020-10-10,patricia,mcintosh,female,22804
universidad nacional de jujuy,licenciatura en artes,2020-12-13,mark,carr,male,16267
universidad nacional de jujuy,agronomía,2020-11-16,brandon,willis,male,7153
universidad tecnológica nacional,ingeniería mecánica,2020-12-15,alexander,mathews,male,23221
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-15,ashley,hernandez,female,23595
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-23,mary,ramirez,female,36257
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-31,gerald,white,male,15398
universidad nacional de jujuy,bioquímica,2020-10-26,regina,ramsey,female,2393
universidad nacional de jujuy,medicina,2020-09-12,mary,brown,female,30612
universidad tecnológica nacional,actuario,2020-09-28,sarah,ramirez,female,38816
universidad nacional de jujuy,contador público,2020-09-17,daniel,fisher,male,847
universidad tecnológica nacional,licenciatura en artes,2020-12-02,joshua,rogers,male,28492
universidad tecnológica nacional,medicina,2020-10-15,steven,strickland,male,570
universidad tecnológica nacional,ingeniería electrónica,2020-10-05,george,walsh,male,28294
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-02,annette,lee,female,30230
universidad tecnológica nacional,agronomía,2021-01-05,mark,herman,male,21881
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021-01-20,thomas,mendoza,male,20100
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-18,michael,thompson,male,25568
universidad nacional de jujuy,ingeniería en informática,2020-11-28,todd,hall,male,6235
universidad nacional de jujuy,licenciatura en psicología,2020-12-28,jessica,gallegos,female,1176
universidad tecnológica nacional,licenciatura en artes,2020-09-16,kristen,parker,female,37302
universidad nacional de jujuy,farmacia,2020-12-08,shawn,simmons,male,10747
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-18,lisa,martin,female,7566
universidad nacional de jujuy,contador público,2020-12-01,anthony,cook,male,25676
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-17,nicole,nelson,female,14284
universidad nacional de jujuy,bioquímica,2021-01-23,denise,acevedo,female,29888
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-09-28,julia,fowler,female,17011
universidad tecnológica nacional,medicina,2021-01-12,thomas,oliver,male,8927
universidad tecnológica nacional,arquitectura,2020-10-29,heather,brady,female,42520
universidad nacional de jujuy,técnico para bioterios,2020-10-23,shannon,brown,female,29283
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-08,shane,logan,male,30261
universidad tecnológica nacional,licenciatura en psicología,2020-12-17,deborah,mccoy,female,3034
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-01,wendy,barnes,female,25309
universidad nacional de jujuy,ingeniería electrónica,2020-09-04,tammy,moore,female,22423
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-10-23,sherry,hill,female,23186
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-30,danielle,prince,female,6980
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-04,cindy,barron,female,39084
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-02,paul,cox,male,22711
universidad nacional de jujuy,farmacia,2020-11-09,robert,alexander,male,24914
universidad tecnológica nacional,contador público,2020-10-13,samantha,rose,female,5386
universidad tecnológica nacional,licenciatura en psicología,2021-01-03,lawrence,barrera,male,8729
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-20,melanie,hall,female,31194
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-29,robert,walls,male,3839
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-23,sean,mcmahon,male,5534
universidad nacional de jujuy,bioquímica,2020-11-07,denise,ball,female,17390
universidad nacional de jujuy,farmacia,2020-10-25,dr.,mary,female,406
universidad nacional de jujuy,ciencias veterinarias,2021-01-28,sonya,carr,female,34293
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-24,patricia,wagner,female,12073
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-11-27,angela,scott,female,28950
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-25,keith,vance,male,24491
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-30,hannah,adams,female,41255
universidad tecnológica nacional,arquitectura,2020-11-12,scott,bennett,male,16361
universidad nacional de jujuy,técnico para bioterios,2021-01-30,dwayne,ford,male,12510
universidad tecnológica nacional,ingeniería mecánica,2021-01-14,allen,weber,male,28768
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-15,kenneth,edwards,male,21622
universidad tecnológica nacional,actuario,2020-12-09,valerie,west,female,13244
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-29,mackenzie,martinez,female,15096
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-02,angelica,webster,female,38824
universidad nacional de jujuy,agronomía,2020-10-14,joseph,foster,male,26681
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-09,grace,kirby,female,35968
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-15,roberto,rogers,male,31311
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-27,lisa,clark,female,20175
universidad tecnológica nacional,diseño industrial,2021-01-27,alicia,hill,female,3817
universidad tecnológica nacional,licenciatura en psicología,2020-12-30,matthew,johnson,male,29589
universidad tecnológica nacional,licenciatura en ciencia política,2020-12-01,brian,ali,male,25629
universidad nacional de jujuy,licenciatura en administración,2020-10-09,katelyn,rogers,female,31211
universidad nacional de jujuy,medicina,2020-12-16,angela,gray,female,11085
universidad tecnológica nacional,licenciatura en administración,2021-01-30,john,bryant,male,19101
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-23,jason,morrison,male,33415
universidad tecnológica nacional,licenciatura en artes,2021-01-25,brian,thomas,male,13609
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-14,robert,brooks,male,15821
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-10,jeffrey,mcgee,male,23022
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-14,jason,george,male,16768
universidad nacional de jujuy,arquitectura,2020-12-04,howard,williams,male,15147
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-26,bradley,jones,male,26001
universidad nacional de jujuy,licenciatura en artes,2020-12-03,tina,zimmerman,female,9914
universidad nacional de jujuy,medicina,2020-12-26,timothy,kim,male,28292
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-27,sara,hayes,female,38810
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-12,ian,thomas,male,366
universidad nacional de jujuy,contador público,2021-01-18,daniel,davis,male,19525
universidad nacional de jujuy,licenciatura en psicología,2021-01-20,joseph,rivera,male,42238
universidad tecnológica nacional,medicina,2020-11-15,michael,robertson,male,28614
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-24,patrick,stephenson,male,21122
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-09,gina,garza,female,1062
universidad tecnológica nacional,contador público,2020-10-13,paul,jordan,male,15954
universidad nacional de jujuy,agronomía,2020-09-27,donna,crane,female,5023
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-10-04,william,hill,male,16370
universidad tecnológica nacional,contador público,2020-11-14,eric,rogers,male,38269
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-23,kathryn,lucas,female,19370
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-15,kathryn,smith,female,22909
universidad nacional de jujuy,arquitectura,2020-10-17,brett,wolfe,male,31967
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-01,megan,henderson,female,24347
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-06,sean,clements,male,19769
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-18,james,brown,male,15230
universidad nacional de jujuy,licenciatura en administración,2021-01-24,glenn,rich,male,8299
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-23,matthew,taylor,male,1241
universidad nacional de jujuy,licenciatura en sociología,2020-09-28,samantha,dorsey,female,26265
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-03,kyle,hughes,male,29746
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-17,richard,neal,male,17965
universidad nacional de jujuy,contador público,2020-10-20,jeffrey,peterson,male,39035
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-15,melinda,kemp,female,17689
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-31,allison,long,female,42196
universidad tecnológica nacional,contador público,2020-10-24,hannah,pena,female,40746
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-13,john,ryan,male,36370
universidad nacional de jujuy,diseño industrial,2021-01-28,joshua,taylor,male,31006
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-25,john,becker,male,20847
universidad tecnológica nacional,contador público,2020-12-07,anthony,gill,male,41394
universidad nacional de jujuy,licenciatura en artes,2020-10-12,mark,perez,male,13398
universidad tecnológica nacional,ingeniería mecánica,2020-12-01,lisa,brown,female,20176
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-25,kim,miller,female,16267
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-26,david,cole,male,31555
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-15,norma,bradford,female,11270
universidad nacional de jujuy,actuario,2020-12-23,stacy,fritz,female,18299
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-15,benjamin,mitchell,male,1402
universidad nacional de jujuy,licenciatura en sociología,2020-11-09,mary,thompson,female,35417
universidad tecnológica nacional,ingeniería electrónica,2020-11-29,danielle,harris,female,6085
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell,paul,male,11921
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-21,heather,washington,female,36853
universidad tecnológica nacional,diseño industrial,2020-09-16,elizabeth,smith,female,30432
universidad nacional de jujuy,ingeniería electrónica,2021-01-27,michele,herrera,female,21074
universidad tecnológica nacional,licenciatura en psicología,2021-01-15,caleb,adams,male,825
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-10,louis,tate,male,37020
universidad nacional de jujuy,contador público,2020-09-19,matthew,anderson,male,32823
universidad tecnológica nacional,ingeniería en informática,2020-11-05,brian,howell,male,23521
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-12,alexandra,evans,female,29174
universidad nacional de jujuy,licenciatura en sociología,2020-09-14,jennifer,harvey,female,18718
universidad nacional de jujuy,ciencias veterinarias,2020-11-15,diamond,velasquez,female,1284
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-05,mark,mccormick,male,4195
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-15,james,hawkins,male,3113
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-27,melissa,sanchez,female,19809
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-09,robert,douglas,male,36884
universidad nacional de jujuy,licenciatura en administración,2021-01-10,timothy,taylor,male,35240
universidad nacional de jujuy,diseño industrial,2020-10-02,christopher,lee,male,29765
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-11,allison,hopkins,female,28023
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-04,karen,johnson,female,39563
universidad tecnológica nacional,ingeniería electrónica,2020-09-07,tyler,robinson,male,20617
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-23,mr.,david,male,35971
universidad nacional de jujuy,ingeniería en informática,2020-09-12,thomas,higgins,male,41278
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-30,steven,matthews,male,26330
universidad tecnológica nacional,medicina,2020-12-11,christina,gibson,female,25193
universidad nacional de jujuy,licenciatura en administración,2020-09-07,alexander,reynolds,male,41614
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-02-01,kevin,thomas,male,8064
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-15,stacey,khan,female,3497
universidad nacional de jujuy,medicina,2020-11-14,scott,anderson,male,39402
universidad tecnológica nacional,ciencias veterinarias,2021-01-31,daniel,kim,male,11799
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-22,keith,roman,male,6090
universidad nacional de jujuy,licenciatura en sociología,2021-01-17,ernest,cantrell,male,5983
